Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Custom Label 0 (product.metafields.custom.custom_label_0),Google Product Category (product.metafields.custom.google_product_category),Age Group (product.metafields.google.age_group),Condition (product.metafields.google.condition),Gender (product.metafields.google.gender),Google Product Category (product.metafields.google.google_product_category),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Eye care applicator type (product.metafields.shopify.eye-care-applicator-type),Eyebrow applicator type (product.metafields.shopify.eyebrow-applicator-type),Face area (product.metafields.shopify.face-area),Hair care effect (product.metafields.shopify.hair-care-effect),Hair care items included (product.metafields.shopify.hair-care-items-included),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / Canada,Price / Canada,Compare At Price / Canada,Included / United Arab Emirate,Price / United Arab Emirate,Compare At Price / United Arab Emirate,Included / United States,Price / United States,Compare At Price / United States,Status
rom-and-nd-blur-fudge-tint-08-currant-jam-hcw-romand-8809625244521,rom&nd Blur Fudge Tint 08 Currant Jam,"<p><strong>rom&amp;nd Blur Fudge Tint 08 Currant Jam</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625244521,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625244521,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_68b363d0-a0f8-4203-8540-9699ef551181.jpg?v=1787807843,1,rom&nd Blur Fudge Tint 08 Currant Jam,false,rom&nd Blur Fudge Tint 08 Currant Jam | Genze Hub,rom&nd Blur Fudge Tint 08 Currant Jam from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_68b363d0-a0f8-4203-8540-9699ef551181.jpg?v=1787807843,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-09-coral-jubilee-hcw-romand-8809625245245,rom&nd Blur Fudge Tint 09 Coral Jubilee,"<p><strong>rom&amp;nd Blur Fudge Tint 09 Coral Jubilee</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625245245,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625245245,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e36b8c54-5aa0-4da0-ac9a-3c0c9f0bdb61.jpg?v=1787807841,1,rom&nd Blur Fudge Tint 09 Coral Jubilee,false,rom&nd Blur Fudge Tint 09 Coral Jubilee | Genze Hub,rom&nd Blur Fudge Tint 09 Coral Jubilee from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e36b8c54-5aa0-4da0-ac9a-3c0c9f0bdb61.jpg?v=1787807841,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-10-fudge-red-hcw-romand-8809625245252,rom&nd Blur Fudge Tint 10 Fudge Red,"<p><strong>rom&amp;nd Blur Fudge Tint 10 Fudge Red</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625245252,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625245252,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_314e2866-7c0a-4e2e-827a-fca6ea825468.jpg?v=1787807839,1,rom&nd Blur Fudge Tint 10 Fudge Red,false,rom&nd Blur Fudge Tint 10 Fudge Red | Genze Hub,rom&nd Blur Fudge Tint 10 Fudge Red from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_314e2866-7c0a-4e2e-827a-fca6ea825468.jpg?v=1787807839,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-11-fuchsia-vibe-hcw-romand-8809625245269,rom&nd Blur Fudge Tint 11 Fuchsia Vibe,"<p><strong>rom&amp;nd Blur Fudge Tint 11 Fuchsia Vibe</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625245269,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625245269,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9662f234-fc2a-4a2e-9974-aeecf614edc2.jpg?v=1787807838,1,rom&nd Blur Fudge Tint 11 Fuchsia Vibe,false,rom&nd Blur Fudge Tint 11 Fuchsia Vibe | Genze Hub,rom&nd Blur Fudge Tint 11 Fuchsia Vibe from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9662f234-fc2a-4a2e-9974-aeecf614edc2.jpg?v=1787807838,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-12-warming-up-hcw-romand-8809625247218,rom&nd Blur Fudge Tint 12 Warming Up,"<p><strong>rom&amp;nd Blur Fudge Tint 12 Warming Up</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625247218,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625247218,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_83f8d0a7-6d0c-49b5-9a9e-6fb24476072f.jpg?v=1787807836,1,rom&nd Blur Fudge Tint 12 Warming Up,false,rom&nd Blur Fudge Tint 12 Warming Up | Genze Hub,rom&nd Blur Fudge Tint 12 Warming Up from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_83f8d0a7-6d0c-49b5-9a9e-6fb24476072f.jpg?v=1787807836,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-13-cooling-up-hcw-romand-8809625247225,rom&nd Blur Fudge Tint 13 Cooling Up,"<p><strong>rom&amp;nd Blur Fudge Tint 13 Cooling Up</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625247225,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625247225,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_ded9600e-5dad-4e48-91a8-8a0acb002f25.jpg?v=1787807834,1,rom&nd Blur Fudge Tint 13 Cooling Up,false,rom&nd Blur Fudge Tint 13 Cooling Up | Genze Hub,rom&nd Blur Fudge Tint 13 Cooling Up from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_ded9600e-5dad-4e48-91a8-8a0acb002f25.jpg?v=1787807834,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-14-unrose-hcw-romand-8809625247232,rom&nd Blur Fudge Tint 14 Unrose,"<p><strong>rom&amp;nd Blur Fudge Tint 14 Unrose</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625247232,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625247232,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_72034edc-550c-41c7-b3eb-18922e9c0c00.jpg?v=1787807832,1,rom&nd Blur Fudge Tint 14 Unrose,false,rom&nd Blur Fudge Tint 14 Unrose | Genze Hub,rom&nd Blur Fudge Tint 14 Unrose from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_72034edc-550c-41c7-b3eb-18922e9c0c00.jpg?v=1787807832,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-15-berry-fizz-hcw-romand-8809625247249,rom&nd Blur Fudge Tint 15 Berry Fizz,"<p><strong>rom&amp;nd Blur Fudge Tint 15 Berry Fizz</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625247249,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625247249,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9552ab43-1398-4ce7-bf41-2e16e99048a8.jpg?v=1787807831,1,rom&nd Blur Fudge Tint 15 Berry Fizz,false,rom&nd Blur Fudge Tint 15 Berry Fizz | Genze Hub,rom&nd Blur Fudge Tint 15 Berry Fizz from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9552ab43-1398-4ce7-bf41-2e16e99048a8.jpg?v=1787807831,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-blur-fudge-tint-16-burnt-orange-hcw-romand-8809625247256,rom&nd Blur Fudge Tint 16 Burnt Orange,"<p><strong>rom&amp;nd Blur Fudge Tint 16 Burnt Orange</strong> is a K-beauty lip makeup selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics,Lip Makeup,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625247256,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625247256,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_affabcd5-435b-4570-8ee8-bfbecad8459b.jpg?v=1787807829,1,rom&nd Blur Fudge Tint 16 Burnt Orange,false,rom&nd Blur Fudge Tint 16 Burnt Orange | Genze Hub,rom&nd Blur Fudge Tint 16 Burnt Orange from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,BLUR,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_affabcd5-435b-4570-8ee8-bfbecad8459b.jpg?v=1787807829,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-dewyful-water-tint-01-in-coral-hcw-romand-8809625244149,rom&nd Dewyful Water Tint (01 In Coral),"<p><strong>rom&amp;nd Dewyful Water Tint (01 In Coral)</strong> is a K-beauty lip tint &amp; stain selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,Lip Tint & Stain,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625244149,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625244149,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_8726c88c-a678-49e7-bfe7-b1d8c635f388.jpg?v=1787807827,1,rom&nd Dewyful Water Tint (01 In Coral),false,rom&nd Dewyful Water Tint (01 In Coral) | Genze Hub,rom&nd Dewyful Water Tint (01 In Coral) from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,unisex,adult,HCW-ROMAND-8809625244149,new,FALSE,K-Beauty,Lip & Cheek Stains,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_8726c88c-a678-49e7-bfe7-b1d8c635f388.jpg?v=1787807827,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-dewyful-water-tint-02-salty-peach-hcw-romand-8809625244156,rom&nd Dewyful Water Tint (02 Salty Peach),"<p><strong>rom&amp;nd Dewyful Water Tint (02 Salty Peach)</strong> is a K-beauty lip tint &amp; stain selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,Lip Tint & Stain,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625244156,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625244156,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_58cb2f0c-108e-47c8-8fc6-e5ed636e202b.jpg?v=1787807825,1,rom&nd Dewyful Water Tint (02 Salty Peach),false,rom&nd Dewyful Water Tint (02 Salty Peach) | Genze Hub,rom&nd Dewyful Water Tint (02 Salty Peach) from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,unisex,adult,HCW-ROMAND-8809625244156,new,FALSE,K-Beauty,Lip & Cheek Stains,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_58cb2f0c-108e-47c8-8fc6-e5ed636e202b.jpg?v=1787807825,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-dewyful-water-tint-03-if-rose-hcw-romand-8809625244163,rom&nd Dewyful Water Tint (03 If Rose),"<p><strong>rom&amp;nd Dewyful Water Tint (03 If Rose)</strong> is a K-beauty lip tint &amp; stain selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,Lip Tint & Stain,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625244163,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625244163,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_fb3f6c02-bb52-4e6c-a701-23e0da8028f8.jpg?v=1787807824,1,rom&nd Dewyful Water Tint (03 If Rose),false,rom&nd Dewyful Water Tint (03 If Rose) | Genze Hub,rom&nd Dewyful Water Tint (03 If Rose) from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,unisex,adult,HCW-ROMAND-8809625244163,new,FALSE,K-Beauty,Lip & Cheek Stains,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_fb3f6c02-bb52-4e6c-a701-23e0da8028f8.jpg?v=1787807824,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-dewyful-water-tint-04-chili-up-hcw-romand-8809625244170,rom&nd Dewyful Water Tint (04 Chili Up),"<p><strong>rom&amp;nd Dewyful Water Tint (04 Chili Up)</strong> is a K-beauty lip tint &amp; stain selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,Lip Tint & Stain,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625244170,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625244170,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_aaf1c206-8083-46a5-b81c-7a3f0a14841c.jpg?v=1787807822,1,rom&nd Dewyful Water Tint (04 Chili Up),false,rom&nd Dewyful Water Tint (04 Chili Up) | Genze Hub,rom&nd Dewyful Water Tint (04 Chili Up) from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,unisex,adult,HCW-ROMAND-8809625244170,new,FALSE,K-Beauty,Lip & Cheek Stains,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_aaf1c206-8083-46a5-b81c-7a3f0a14841c.jpg?v=1787807822,g,,,true,,,true,,,true,,,true,,,active
rom-and-nd-dewyful-water-tint-05-taffy-hcw-romand-8809625244187,rom&nd Dewyful Water Tint (05 Taffy),"<p><strong>rom&amp;nd Dewyful Water Tint (05 Taffy)</strong> is a K-beauty lip tint &amp; stain selected for an easy, effective everyday routine.</p><ul>
<li>Adds an easy finishing touch to your lip routine</li>
<li>Designed for comfortable everyday wear</li>
<li>Convenient for quick touch-ups</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",rom&nd,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,Lip Tint & Stain,"2-4-weeks, beauty, draft-import, K-Beauty, lip-care-color, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ROMAND-8809625244187,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8809625244187,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_3e3ca043-c61a-4b2c-8d17-f3edd3f46560.jpg?v=1787807821,1,rom&nd Dewyful Water Tint (05 Taffy),false,rom&nd Dewyful Water Tint (05 Taffy) | Genze Hub,rom&nd Dewyful Water Tint (05 Taffy) from Genze Hub. Shop lip care & color with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,unisex,adult,HCW-ROMAND-8809625244187,new,FALSE,K-Beauty,Lip & Cheek Stains,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_3e3ca043-c61a-4b2c-8d17-f3edd3f46560.jpg?v=1787807821,g,,,true,,,true,,,true,,,true,,,active
